Name,Knockdowns,Strikes,Takedowns,Submission Attempts,Weight Class,Win Method,Event Name,Event Location,Event Date
"Sam Sicilia","0","11","1","0","Featherweight","KO/TKOPunches","UFC Fight Night: Belfort vs Henderson 2","Goiania, Goias, Brazil","November 09, 2013"
"Godofredo Pepey","0","3","0","0","Featherweight","Lost","UFC Fight Night: Belfort vs Henderson 2","Goiania, Goias, Brazil","November 09, 2013"
"Omari Akhmedov","1","14","1","1","Middleweight","KO/TKOPunch","UFC Fight Night: Belfort vs Henderson 2","Goiania, Goias, Brazil","November 09, 2013"
"Thiago Perpetuo","1","18","1","0","Middleweight","Lost","UFC Fight Night: Belfort vs Henderson 2","Goiania, Goias, Brazil","November 09, 2013"
"Thiago Tavares","0","7","1","1","Lightweight","SUBRearNakedChoke","UFC Fight Night: Belfort vs Henderson 2","Goiania, Goias, Brazil","November 09, 2013"
"Justin Salas","0","4","0","0","Lightweight","Lost","UFC Fight Night: Belfort vs Henderson 2","Goiania, Goias, Brazil","November 09, 2013"
"Adriano Martins","0","16","1","1","Lightweight","SUBStraightArmbar","UFC Fight Night: Belfort vs Henderson 2","Goiania, Goias, Brazil","November 09, 2013"
"Daron Cruickshank","0","8","0","0","Lightweight","Lost","UFC Fight Night: Belfort vs Henderson 2","Goiania, Goias, Brazil","November 09, 2013"
"Dustin Ortiz","0","55","4","0","Flyweight","KO/TKOPunches","UFC Fight Night: Belfort vs Henderson 2","Goiania, Goias, Brazil","November 09, 2013"
"Jose Maria","0","43","2","2","Flyweight","Lost","UFC Fight Night: Belfort vs Henderson 2","Goiania, Goias, Brazil","November 09, 2013"
"Tim Kennedy","1","13","0","0","Middleweight","KO/TKOPunch","UFC Fight Night: Fight for the Troops 3","Fort Campbell, Kentucky, USA","November 06, 2013"
"Rafael Natal","0","13","0","0","Middleweight","Lost","UFC Fight Night: Fight for the Troops 3","Fort Campbell, Kentucky, USA","November 06, 2013"
"Alexis Davis","0","50","1","0","Women'sBantamweight","U-DEC","UFC Fight Night: Fight for the Troops 3","Fort Campbell, Kentucky, USA","November 06, 2013"
"Liz Carmouche","0","43","1","0","Women'sBantamweight","Lost","UFC Fight Night: Fight for the Troops 3","Fort Campbell, Kentucky, USA","November 06, 2013"
"Yoel Romero","1","50","0","0","Middleweight","KO/TKOPunch","UFC Fight Night: Fight for the Troops 3","Fort Campbell, Kentucky, USA","November 06, 2013"
"Ronny Markes","0","18","2","0","Middleweight","Lost","UFC Fight Night: Fight for the Troops 3","Fort Campbell, Kentucky, USA","November 06, 2013"
"Rustam Khabilov","1","32","2","1","Lightweight","U-DEC","UFC Fight Night: Fight for the Troops 3","Fort Campbell, Kentucky, USA","November 06, 2013"
"Jorge Masvidal","0","38","1","0","Lightweight","Lost","UFC Fight Night: Fight for the Troops 3","Fort Campbell, Kentucky, USA","November 06, 2013"
"Michael Chiesa","0","7","1","2","Lightweight","SUBRearNakedChoke","UFC Fight Night: Fight for the Troops 3","Fort Campbell, Kentucky, USA","November 06, 2013"
"Colton Smith","0","4","2","1","Lightweight","Lost","UFC Fight Night: Fight for the Troops 3","Fort Campbell, Kentucky, USA","November 06, 2013"
"Bobby Green","1","20","0","0","Lightweight","KO/TKOKick","UFC Fight Night: Fight for the Troops 3","Fort Campbell, Kentucky, USA","November 06, 2013"
"James Krause","0","22","0","0","Lightweight","Lost","UFC Fight Night: Fight for the Troops 3","Fort Campbell, Kentucky, USA","November 06, 2013"
"Francisco Rivera","1","27","0","0","Bantamweight","KO/TKOPunch","UFC Fight Night: Fight for the Troops 3","Fort Campbell, Kentucky, USA","November 06, 2013"
"George Roop","0","23","1","0","Bantamweight","Lost","UFC Fight Night: Fight for the Troops 3","Fort Campbell, Kentucky, USA","November 06, 2013"
"Dennis Bermudez","0","44","6","4","Featherweight","U-DEC","UFC Fight Night: Fight for the Troops 3","Fort Campbell, Kentucky, USA","November 06, 2013"
"Steven Siler","0","23","0","3","Featherweight","Lost","UFC Fight Night: Fight for the Troops 3","Fort Campbell, Kentucky, USA","November 06, 2013"
"Amanda Nunes","0","14","1","0","Women'sBantamweight","KO/TKOElbows","UFC Fight Night: Fight for the Troops 3","Fort Campbell, Kentucky, USA","November 06, 2013"
"de Randamie","0","1","0","0","Women'sBantamweight","Lost","UFC Fight Night: Fight for the Troops 3","Fort Campbell, Kentucky, USA","November 06, 2013"
"Lorenz Larkin","0","46","0","0","Middleweight","U-DEC","UFC Fight Night: Fight for the Troops 3","Fort Campbell, Kentucky, USA","November 06, 2013"
"Chris Camozzi","0","64","0","0","Middleweight","Lost","UFC Fight Night: Fight for the Troops 3","Fort Campbell, Kentucky, USA","November 06, 2013"
"Yves Edwards","0","19","0","0","Lightweight","Overturned","UFC Fight Night: Fight for the Troops 3","Fort Campbell, Kentucky, USA","November 06, 2013"
"Yancy Medeiros","1","25","0","0","Lightweight","Lost","UFC Fight Night: Fight for the Troops 3","Fort Campbell, Kentucky, USA","November 06, 2013"
"Seth Baczynski","0","28","3","0","Welterweight","U-DEC","UFC Fight Night: Fight for the Troops 3","Fort Campbell, Kentucky, USA","November 06, 2013"
"Neil Magny","0","31","2","0","Welterweight","Lost","UFC Fight Night: Fight for the Troops 3","Fort Campbell, Kentucky, USA","November 06, 2013"
"Derek Brunson","1","1","0","1","Middleweight","SUBRearNakedChoke","UFC Fight Night: Fight for the Troops 3","Fort Campbell, Kentucky, USA","November 06, 2013"
"Brian Houston","0","0","0","0","Middleweight","Lost","UFC Fight Night: Fight for the Troops 3","Fort Campbell, Kentucky, USA","November 06, 2013"
"Lyoto Machida","1","5","0","0","Middleweight","KO/TKOKick","UFC Fight Night: Machida vs Munoz","Manchester, England, United Kingdom","October 26, 2013"
"Mark Munoz","0","0","0","0","Middleweight","Lost","UFC Fight Night: Machida vs Munoz","Manchester, England, United Kingdom","October 26, 2013"
"Ross Pearson","0","3","0","0","Lightweight","CNC","UFC Fight Night: Machida vs Munoz","Manchester, England, United Kingdom","October 26, 2013"
"Melvin Guillard","0","9","0","0","Lightweight","Lost","UFC Fight Night: Machida vs Munoz","Manchester, England, United Kingdom","October 26, 2013"
"Jimi Manuwa","0","48","0","0","LightHeavyweight","KO/TKO","UFC Fight Night: Machida vs Munoz","Manchester, England, United Kingdom","October 26, 2013"
"Ryan Jimmo","0","36","0","0","LightHeavyweight","Lost","UFC Fight Night: Machida vs Munoz","Manchester, England, United Kingdom","October 26, 2013"
"Norman Parke","0","81","1","0","Lightweight","U-DEC","UFC Fight Night: Machida vs Munoz","Manchester, England, United Kingdom","October 26, 2013"
"Jon Tuck","0","67","0","0","Lightweight","Lost","UFC Fight Night: Machida vs Munoz","Manchester, England, United Kingdom","October 26, 2013"
"Nicholas Musoke","0","12","1","1","Middleweight","SUBArmbar","UFC Fight Night: Machida vs Munoz","Manchester, England, United Kingdom","October 26, 2013"
"Alessio Sakara","0","20","1","0","Middleweight","Lost","UFC Fight Night: Machida vs Munoz","Manchester, England, United Kingdom","October 26, 2013"
"John Lineker","3","31","0","0","Flyweight","KO/TKOPunch","UFC Fight Night: Machida vs Munoz","Manchester, England, United Kingdom","October 26, 2013"
"Phil Harris","0","14","0","0","Flyweight","Lost","UFC Fight Night: Machida vs Munoz","Manchester, England, United Kingdom","October 26, 2013"
"Al Iaquinta","0","85","2","0","Lightweight","U-DEC","UFC Fight Night: Machida vs Munoz","Manchester, England, United Kingdom","October 26, 2013"
"Piotr Hallmann","0","66","3","0","Lightweight","Lost","UFC Fight Night: Machida vs Munoz","Manchester, England, United Kingdom","October 26, 2013"
"Luke Barnatt","2","39","1","1","Middleweight","SUBRearNakedChoke","UFC Fight Night: Machida vs Munoz","Manchester, England, United Kingdom","October 26, 2013"
"Andrew Craig","0","26","0","0","Middleweight","Lost","UFC Fight Night: Machida vs Munoz","Manchester, England, United Kingdom","October 26, 2013"
"Jessica Andrade","0","206","1","0","Women'sBantamweight","U-DEC","UFC Fight Night: Machida vs Munoz","Manchester, England, United Kingdom","October 26, 2013"
"Rosi Sexton","0","88","1","0","Women'sBantamweight","Lost","UFC Fight Night: Machida vs Munoz","Manchester, England, United Kingdom","October 26, 2013"
"Cole Miller","0","21","0","1","Featherweight","U-DEC","UFC Fight Night: Machida vs Munoz","Manchester, England, United Kingdom","October 26, 2013"
"Andy Ogle","0","27","2","0","Featherweight","Lost","UFC Fight Night: Machida vs Munoz","Manchester, England, United Kingdom","October 26, 2013"
"Jimy Hettes","0","5","3","2","Featherweight","SUBTriangleChoke","UFC Fight Night: Machida vs Munoz","Manchester, England, United Kingdom","October 26, 2013"
"Robert Whiteford","0","15","0","0","Featherweight","Lost","UFC Fight Night: Machida vs Munoz","Manchester, England, United Kingdom","October 26, 2013"
"Brad Scott","0","14","0","2","Middleweight","SUBGuillotineChoke","UFC Fight Night: Machida vs Munoz","Manchester, England, United Kingdom","October 26, 2013"
"Michael Kuiper","0","7","1","0","Middleweight","Lost","UFC Fight Night: Machida vs Munoz","Manchester, England, United Kingdom","October 26, 2013"
"Cain Velasquez","1","123","2","1","Heavyweight","KO/TKOPunch","UFC 166: Velasquez vs Dos Santos 3","Houston, Texas, USA","October 19, 2013"
"Dos Santos","0","46","0","1","Heavyweight","Lost","UFC 166: Velasquez vs Dos Santos 3","Houston, Texas, USA","October 19, 2013"
"Daniel Cormier","0","74","3","0","Heavyweight","U-DEC","UFC 166: Velasquez vs Dos Santos 3","Houston, Texas, USA","October 19, 2013"
"Roy Nelson","0","17","0","0","Heavyweight","Lost","UFC 166: Velasquez vs Dos Santos 3","Houston, Texas, USA","October 19, 2013"
"Gilbert Melendez","0","96","1","0","Lightweight","U-DEC","UFC 166: Velasquez vs Dos Santos 3","Houston, Texas, USA","October 19, 2013"
"Diego Sanchez","1","42","1","2","Lightweight","Lost","UFC 166: Velasquez vs Dos Santos 3","Houston, Texas, USA","October 19, 2013"
"Gabriel Gonzaga","1","8","0","0","Heavyweight","KO/TKOPunch","UFC 166: Velasquez vs Dos Santos 3","Houston, Texas, USA","October 19, 2013"
"Shawn Jordan","0","2","0","0","Heavyweight","Lost","UFC 166: Velasquez vs Dos Santos 3","Houston, Texas, USA","October 19, 2013"
"John Dodson","2","28","0","0","Flyweight","KO/TKOPunch","UFC 166: Velasquez vs Dos Santos 3","Houston, Texas, USA","October 19, 2013"
"Darrell Montague","0","10","0","0","Flyweight","Lost","UFC 166: Velasquez vs Dos Santos 3","Houston, Texas, USA","October 19, 2013"
"Tim Boetsch","0","41","0","3","Middleweight","S-DEC","UFC 166: Velasquez vs Dos Santos 3","Houston, Texas, USA","October 19, 2013"
"CB Dollaway","0","57","3","0","Middleweight","Lost","UFC 166: Velasquez vs Dos Santos 3","Houston, Texas, USA","October 19, 2013"
"Hector Lombard","1","10","0","0","Welterweight","KO/TKOPunch","UFC 166: Velasquez vs Dos Santos 3","Houston, Texas, USA","October 19, 2013"
"Nate Marquardt","0","4","0","0","Welterweight","Lost","UFC 166: Velasquez vs Dos Santos 3","Houston, Texas, USA","October 19, 2013"
"Sarah Kaufman","0","87","0","0","Women'sBantamweight","Overturned","UFC 166: Velasquez vs Dos Santos 3","Houston, Texas, USA","October 19, 2013"
"Jessica Eye","0","65","0","0","Women'sBantamweight","Lost","UFC 166: Velasquez vs Dos Santos 3","Houston, Texas, USA","October 19, 2013"
"KJ Noons","0","56","0","0","Lightweight","U-DEC","UFC 166: Velasquez vs Dos Santos 3","Houston, Texas, USA","October 19, 2013"
"George Sotiropoulos","0","50","1","0","Lightweight","Lost","UFC 166: Velasquez vs Dos Santos 3","Houston, Texas, USA","October 19, 2013"
"Adlan Amagov","1","15","0","0","Welterweight","KO/TKOPunch","UFC 166: Velasquez vs Dos Santos 3","Houston, Texas, USA","October 19, 2013"
"TJ Waldburger","0","4","0","0","Welterweight","Lost","UFC 166: Velasquez vs Dos Santos 3","Houston, Texas, USA","October 19, 2013"
"Tony Ferguson","0","5","0","1","Lightweight","SUBD'ArceChoke","UFC 166: Velasquez vs Dos Santos 3","Houston, Texas, USA","October 19, 2013"
"Mike Rio","0","4","0","0","Lightweight","Lost","UFC 166: Velasquez vs Dos Santos 3","Houston, Texas, USA","October 19, 2013"
"Andre Fili","0","55","1","0","Featherweight","KO/TKOPunch","UFC 166: Velasquez vs Dos Santos 3","Houston, Texas, USA","October 19, 2013"
"Jeremy Larsen","0","23","1","0","Featherweight","Lost","UFC 166: Velasquez vs Dos Santos 3","Houston, Texas, USA","October 19, 2013"
"Kyoji Horiguchi","1","30","1","0","Bantamweight","KO/TKOPunches","UFC 166: Velasquez vs Dos Santos 3","Houston, Texas, USA","October 19, 2013"
"Dustin Pague","0","9","1","1","Bantamweight","Lost","UFC 166: Velasquez vs Dos Santos 3","Houston, Texas, USA","October 19, 2013"
"Jake Shields","0","35","1","0","Welterweight","S-DEC","UFC Fight Night: Maia vs Shields","Barueri, Sao Paulo, Brazil","October 09, 2013"
"Demian Maia","0","24","3","0","Welterweight","Lost","UFC Fight Night: Maia vs Shields","Barueri, Sao Paulo, Brazil","October 09, 2013"
"Dong Hyun","1","11","1","0","Welterweight","KO/TKOPunch","UFC Fight Night: Maia vs Shields","Barueri, Sao Paulo, Brazil","October 09, 2013"
"Erick Silva","0","28","0","0","Welterweight","Lost","UFC Fight Night: Maia vs Shields","Barueri, Sao Paulo, Brazil","October 09, 2013"
"Thiago Silva","1","96","0","0","LightHeavyweight","U-DEC","UFC Fight Night: Maia vs Shields","Barueri, Sao Paulo, Brazil","October 09, 2013"
"Matt Hamill","0","70","3","0","LightHeavyweight","Lost","UFC Fight Night: Maia vs Shields","Barueri, Sao Paulo, Brazil","October 09, 2013"
"Fabio Maldonado","0","87","0","1","LightHeavyweight","S-DEC","UFC Fight Night: Maia vs Shields","Barueri, Sao Paulo, Brazil","October 09, 2013"
"Joey Beltran","0","57","1","0","LightHeavyweight","Lost","UFC Fight Night: Maia vs Shields","Barueri, Sao Paulo, Brazil","October 09, 2013"
"Rousimar Palhares","0","0","0","2","Welterweight","SUBHeelHook","UFC Fight Night: Maia vs Shields","Barueri, Sao Paulo, Brazil","October 09, 2013"
"Mike Pierce","0","2","1","0","Welterweight","Lost","UFC Fight Night: Maia vs Shields","Barueri, Sao Paulo, Brazil","October 09, 2013"
"Raphael Assuncao","0","32","0","1","Bantamweight","S-DEC","UFC Fight Night: Maia vs Shields","Barueri, Sao Paulo, Brazil","October 09, 2013"
"TJ Dillashaw","0","29","2","3","Bantamweight","Lost","UFC Fight Night: Maia vs Shields","Barueri, Sao Paulo, Brazil","October 09, 2013"
"Igor Araujo","0","21","1","1","Welterweight","U-DEC","UFC Fight Night: Maia vs Shields","Barueri, Sao Paulo, Brazil","October 09, 2013"
"Ildemar Alcantara","0","18","3","3","Welterweight","Lost","UFC Fight Night: Maia vs Shields","Barueri, Sao Paulo, Brazil","October 09, 2013"
"Yan Cabral","1","18","4","1","Welterweight","U-DEC","UFC Fight Night: Maia vs Shields","Barueri, Sao Paulo, Brazil","October 09, 2013"
"David Mitchell","0","5","0","1","Welterweight","Lost","UFC Fight Night: Maia vs Shields","Barueri, Sao Paulo, Brazil","October 09, 2013"
"Chris Cariaso","0","54","0","0","Flyweight","KO/TKOPunches","UFC Fight Night: Maia vs Shields","Barueri, Sao Paulo, Brazil","October 09, 2013"
"Iliarde Santos","0","35","2","0","Flyweight","Lost","UFC Fight Night: Maia vs Shields","Barueri, Sao Paulo, Brazil","October 09, 2013"
"Alan Patrick","1","16","1","0","Lightweight","KO/TKOPunch","UFC Fight Night: Maia vs Shields","Barueri, Sao Paulo, Brazil","October 09, 2013"
"Garett Whiteley","0","7","0","0","Lightweight","Lost","UFC Fight Night: Maia vs Shields","Barueri, Sao Paulo, Brazil","October 09, 2013"
"Jon Jones","0","134","1","0","LightHeavyweight","U-DEC","UFC 165: Jones vs Gustafsson","Toronto, Ontario, Canada","September 21, 2013"
"Alexander Gustafsson","0","110","1","0","LightHeavyweight","Lost","UFC 165: Jones vs Gustafsson","Toronto, Ontario, Canada","September 21, 2013"
"Renan Barao","1","28","0","0","Bantamweight","KO/TKOSpinningBackKick","UFC 165: Jones vs Gustafsson","Toronto, Ontario, Canada","September 21, 2013"
"Eddie Wineland","0","11","0","0","Bantamweight","Lost","UFC 165: Jones vs Gustafsson","Toronto, Ontario, Canada","September 21, 2013"
"Brendan Schaub","0","14","1","1","Heavyweight","SUBD'ArceChoke","UFC 165: Jones vs Gustafsson","Toronto, Ontario, Canada","September 21, 2013"
"Matt Mitrione","0","7","0","0","Heavyweight","Lost","UFC 165: Jones vs Gustafsson","Toronto, Ontario, Canada","September 21, 2013"
"Francis Carmont","0","29","5","0","Middleweight","U-DEC","UFC 165: Jones vs Gustafsson","Toronto, Ontario, Canada","September 21, 2013"
"Constantinos Philippou","0","7","0","0","Middleweight","Lost","UFC 165: Jones vs Gustafsson","Toronto, Ontario, Canada","September 21, 2013"
"Khabib Nurmagomedov","0","54","5","0","Lightweight","U-DEC","UFC 165: Jones vs Gustafsson","Toronto, Ontario, Canada","September 21, 2013"
"Pat Healy","0","44","0","0","Lightweight","Lost","UFC 165: Jones vs Gustafsson","Toronto, Ontario, Canada","September 21, 2013"
"Myles Jury","0","22","4","0","Lightweight","S-DEC","UFC 165: Jones vs Gustafsson","Toronto, Ontario, Canada","September 21, 2013"
"Mike Ricci","0","25","0","0","Lightweight","Lost","UFC 165: Jones vs Gustafsson","Toronto, Ontario, Canada","September 21, 2013"
"Wilson Reis","0","33","4","0","Bantamweight","U-DEC","UFC 165: Jones vs Gustafsson","Toronto, Ontario, Canada","September 21, 2013"
"Ivan Menjivar","0","29","0","0","Bantamweight","Lost","UFC 165: Jones vs Gustafsson","Toronto, Ontario, Canada","September 21, 2013"
"Stephen Thompson","2","23","2","0","Welterweight","KO/TKOPunch","UFC 165: Jones vs Gustafsson","Toronto, Ontario, Canada","September 21, 2013"
"Chris Clements","0","17","0","0","Welterweight","Lost","UFC 165: Jones vs Gustafsson","Toronto, Ontario, Canada","September 21, 2013"
"Mitch Gagnon","0","27","1","1","Bantamweight","SUBGuillotineChoke","UFC 165: Jones vs Gustafsson","Toronto, Ontario, Canada","September 21, 2013"
"Dustin Kimura","0","15","0","1","Bantamweight","Lost","UFC 165: Jones vs Gustafsson","Toronto, Ontario, Canada","September 21, 2013"
"John Makdessi","1","20","0","0","Lightweight","KO/TKOPunch","UFC 165: Jones vs Gustafsson","Toronto, Ontario, Canada","September 21, 2013"
"Renee Forte","0","7","0","0","Lightweight","Lost","UFC 165: Jones vs Gustafsson","Toronto, Ontario, Canada","September 21, 2013"
"Michel Prazeres","0","19","7","0","Lightweight","S-DEC","UFC 165: Jones vs Gustafsson","Toronto, Ontario, Canada","September 21, 2013"
"Jesse Ronson","0","38","1","0","Lightweight","Lost","UFC 165: Jones vs Gustafsson","Toronto, Ontario, Canada","September 21, 2013"
"Alex Caceres","0","106","0","0","Bantamweight","S-DEC","UFC 165: Jones vs Gustafsson","Toronto, Ontario, Canada","September 21, 2013"
"Roland Delorme","1","47","1","1","Bantamweight","Lost","UFC 165: Jones vs Gustafsson","Toronto, Ontario, Canada","September 21, 2013"
"Daniel Omielanczuk","1","49","2","1","Heavyweight","KO/TKOPunch","UFC 165: Jones vs Gustafsson","Toronto, Ontario, Canada","September 21, 2013"
